model,base_model,family,params_b,is_instruct,scheme,weight_bits,act_bits,num_type,method,benchmark,n_items,acc_before,acc_after,delta,orient_src,verified
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,ifeval,541,84.05,84.41,0.36,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,gpqa,448,33.14,32.55,-0.59,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,math_lvl5,1324,41.69,37.76,-3.93,arith,1
RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-NVFP4,Mistral-Small-3.2-24B-Instruct-2506,mistral,24.0,1,nvfp4,4,4,fp,smoothquant,humaneval,164,88.88,88.84,-0.04,arith,1
RedHatAI/Mixtral-8x22B-Instruct-v0.1-FP8,Mixtral-8x22B-Instruct-v0.1,mistral,22.0,1,fp8,8,8,fp,rtn,arc_challenge,1172,73.29,73.29,0.0,header_only,0
RedHatAI/Mixtral-8x22B-Instruct-v0.1-FP8,Mixtral-8x22B-Instruct-v0.1,mistral,22.0,1,fp8,8,8,fp,rtn,gsm8k,1319,85.06,84.08,-0.98,header_only,0
RedHatAI/Mixtral-8x22B-Instruct-v0.1-FP8,Mixtral-8x22B-Instruct-v0.1,mistral,22.0,1,fp8,8,8,fp,rtn,hellaswag,10042,88.94,88.85,-0.09,header_only,0
RedHatAI/Mixtral-8x22B-Instruct-v0.1-FP8,Mixtral-8x22B-Instruct-v0.1,mistral,22.0,1,fp8,8,8,fp,rtn,mmlu,14042,77.77,77.62,-0.15,header_only,0
RedHatAI/Mixtral-8x22B-Instruct-v0.1-FP8,Mixtral-8x22B-Instruct-v0.1,mistral,22.0,1,fp8,8,8,fp,rtn,truthfulqa,817,68.49,68.01,-0.48,header_only,0
RedHatAI/Mixtral-8x22B-Instruct-v0.1-FP8,Mixtral-8x22B-Instruct-v0.1,mistral,22.0,1,fp8,8,8,fp,rtn,winogrande,1267,85.64,85.16,-0.48,header_only,0
RedHatAI/Mixtral-8x22B-v0.1-quantized.w4a16,Mixtral-8x22B-v0.1,mistral,22.0,0,w4a16,4,16,int,unknown,arc_challenge,1172,70.39,69.88,-0.51,header_only,0
RedHatAI/Mixtral-8x22B-v0.1-quantized.w4a16,Mixtral-8x22B-v0.1,mistral,22.0,0,w4a16,4,16,int,unknown,gsm8k,1319,76.42,74.68,-1.74,header_only,0
RedHatAI/Mixtral-8x22B-v0.1-quantized.w4a16,Mixtral-8x22B-v0.1,mistral,22.0,0,w4a16,4,16,int,unknown,hellaswag,10042,88.31,87.94,-0.37,header_only,0
RedHatAI/Mixtral-8x22B-v0.1-quantized.w4a16,Mixtral-8x22B-v0.1,mistral,22.0,0,w4a16,4,16,int,unknown,mmlu,14042,77.4,76.21,-1.19,header_only,0
RedHatAI/Mixtral-8x22B-v0.1-quantized.w4a16,Mixtral-8x22B-v0.1,mistral,22.0,0,w4a16,4,16,int,unknown,truthfulqa,817,51.17,51.15,-0.02,header_only,0
RedHatAI/Mixtral-8x22B-v0.1-quantized.w4a16,Mixtral-8x22B-v0.1,mistral,22.0,0,w4a16,4,16,int,unknown,winogrande,1267,84.45,85.16,0.71,header_only,0
RedHatAI/Mixtral-8x7B-Instruct-v0.1-FP8,Mixtral-8x7B-Instruct-v0.1,mistral,7.0,1,fp8,8,8,fp,rtn,arc_challenge,1172,70.48,69.54,-0.94,header_only,0
RedHatAI/Mixtral-8x7B-Instruct-v0.1-FP8,Mixtral-8x7B-Instruct-v0.1,mistral,7.0,1,fp8,8,8,fp,rtn,gsm8k,1319,65.5,64.29,-1.21,header_only,0
RedHatAI/Mixtral-8x7B-Instruct-v0.1-FP8,Mixtral-8x7B-Instruct-v0.1,mistral,7.0,1,fp8,8,8,fp,rtn,hellaswag,10042,87.33,86.96,-0.37,header_only,0
RedHatAI/Mixtral-8x7B-Instruct-v0.1-FP8,Mixtral-8x7B-Instruct-v0.1,mistral,7.0,1,fp8,8,8,fp,rtn,mmlu,14042,70.3,69.97,-0.33,header_only,0
RedHatAI/Mixtral-8x7B-Instruct-v0.1-FP8,Mixtral-8x7B-Instruct-v0.1,mistral,7.0,1,fp8,8,8,fp,rtn,truthfulqa,817,64.81,63.89,-0.92,header_only,0
RedHatAI/Mixtral-8x7B-Instruct-v0.1-FP8,Mixtral-8x7B-Instruct-v0.1,mistral,7.0,1,fp8,8,8,fp,rtn,winogrande,1267,82.24,81.29,-0.95,header_only,0
RedHatAI/Mixtral-8x7B-v0.1-quantized.w4a16,Mixtral-8x7B-v0.1,mistral,7.0,0,w4a16,4,16,int,unknown,arc_challenge,1172,66.55,65.61,-0.94,header_only,0
RedHatAI/Mixtral-8x7B-v0.1-quantized.w4a16,Mixtral-8x7B-v0.1,mistral,7.0,0,w4a16,4,16,int,unknown,gsm8k,1319,59.89,58.07,-1.82,header_only,0
RedHatAI/Mixtral-8x7B-v0.1-quantized.w4a16,Mixtral-8x7B-v0.1,mistral,7.0,0,w4a16,4,16,int,unknown,hellaswag,10042,86.65,85.21,-1.44,header_only,0
RedHatAI/Mixtral-8x7B-v0.1-quantized.w4a16,Mixtral-8x7B-v0.1,mistral,7.0,0,w4a16,4,16,int,unknown,mmlu,14042,70.33,69.23,-1.1,header_only,0
RedHatAI/Mixtral-8x7B-v0.1-quantized.w4a16,Mixtral-8x7B-v0.1,mistral,7.0,0,w4a16,4,16,int,unknown,truthfulqa,817,46.65,47.18,0.53,header_only,0
RedHatAI/Mixtral-8x7B-v0.1-quantized.w4a16,Mixtral-8x7B-v0.1,mistral,7.0,0,w4a16,4,16,int,unknown,winogrande,1267,81.45,81.14,-0.31,header_only,0
RedHatAI/Qwen2.5-0.5B-FP8-dynamic,Qwen2.5-0.5B,qwen2.5,0.5,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,47.57,47.1,-0.47,arith,1
RedHatAI/Qwen2.5-0.5B-FP8-dynamic,Qwen2.5-0.5B,qwen2.5,0.5,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,34.9,33.87,-1.03,arith,1
RedHatAI/Qwen2.5-0.5B-FP8-dynamic,Qwen2.5-0.5B,qwen2.5,0.5,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,34.19,34.65,0.46,arith,1
RedHatAI/Qwen2.5-0.5B-FP8-dynamic,Qwen2.5-0.5B,qwen2.5,0.5,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,51.83,51.31,-0.52,arith,1
RedHatAI/Qwen2.5-0.5B-FP8-dynamic,Qwen2.5-0.5B,qwen2.5,0.5,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,55.8,55.56,-0.24,arith,1
RedHatAI/Qwen2.5-0.5B-FP8-dynamic,Qwen2.5-0.5B,qwen2.5,0.5,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,39.9,40.44,0.54,arith,1
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,Qwen2.5-0.5B-Instruct,qwen2.5,0.5,1,w8a8_int,8,8,int,unknown,mmlu,14042,46.83,46.29,-0.54,arith,1
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,Qwen2.5-0.5B-Instruct,qwen2.5,0.5,1,w8a8_int,8,8,int,unknown,arc_challenge,1172,33.62,33.36,-0.26,arith,1
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,Qwen2.5-0.5B-Instruct,qwen2.5,0.5,1,w8a8_int,8,8,int,unknown,gsm8k,1319,33.21,33.21,0.0,arith,1
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,Qwen2.5-0.5B-Instruct,qwen2.5,0.5,1,w8a8_int,8,8,int,unknown,hellaswag,10042,51.31,50.97,-0.34,arith,1
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,Qwen2.5-0.5B-Instruct,qwen2.5,0.5,1,w8a8_int,8,8,int,unknown,winogrande,1267,55.01,55.01,0.0,arith,1
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,Qwen2.5-0.5B-Instruct,qwen2.5,0.5,1,w8a8_int,8,8,int,unknown,truthfulqa,817,41.85,41.47,-0.38,arith,1
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,Qwen2.5-0.5B-Instruct,qwen2.5,0.5,1,w8a8_int,8,8,int,unknown,mmlu_pro,12032,17.49,16.95,-0.54,arith,1
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,Qwen2.5-0.5B-Instruct,qwen2.5,0.5,1,w8a8_int,8,8,int,unknown,ifeval,541,31.17,32.04,0.87,arith,1
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,Qwen2.5-0.5B-Instruct,qwen2.5,0.5,1,w8a8_int,8,8,int,unknown,bbh,6511,32.79,32.51,-0.28,arith,1
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,Qwen2.5-0.5B-Instruct,qwen2.5,0.5,1,w8a8_int,8,8,int,unknown,gpqa,448,25.67,26.12,0.45,arith,1
RedHatAI/Qwen2.5-0.5B-Instruct-quantized.w8a8,Qwen2.5-0.5B-Instruct,qwen2.5,0.5,1,w8a8_int,8,8,int,unknown,musr,756,33.02,32.75,-0.27,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w4a16,Qwen2.5-0.5B,qwen2.5,0.5,0,w4a16,4,16,int,unknown,mmlu,14042,47.57,45.04,-2.53,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w4a16,Qwen2.5-0.5B,qwen2.5,0.5,0,w4a16,4,16,int,unknown,gsm8k,1319,34.19,27.98,-6.21,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w4a16,Qwen2.5-0.5B,qwen2.5,0.5,0,w4a16,4,16,int,unknown,hellaswag,10042,51.83,49.15,-2.68,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w4a16,Qwen2.5-0.5B,qwen2.5,0.5,0,w4a16,4,16,int,unknown,winogrande,1267,55.8,53.75,-2.05,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w4a16,Qwen2.5-0.5B,qwen2.5,0.5,0,w4a16,4,16,int,unknown,truthfulqa,817,39.9,38.89,-1.01,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a16,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a16,8,16,int,gptq,mmlu,14042,47.57,47.81,0.24,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a16,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a16,8,16,int,gptq,arc_challenge,1172,34.9,34.9,0.0,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a16,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a16,8,16,int,gptq,gsm8k,1319,34.19,33.51,-0.68,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a16,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a16,8,16,int,gptq,hellaswag,10042,51.83,51.78,-0.05,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a16,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a16,8,16,int,gptq,winogrande,1267,55.8,55.49,-0.31,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a16,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a16,8,16,int,gptq,truthfulqa,817,39.9,39.71,-0.19,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a8,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a8_int,8,8,int,unknown,mmlu,14042,47.57,47.35,-0.22,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a8,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a8_int,8,8,int,unknown,arc_challenge,1172,34.9,34.47,-0.43,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a8,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a8_int,8,8,int,unknown,gsm8k,1319,34.19,34.19,0.0,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a8,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a8_int,8,8,int,unknown,hellaswag,10042,51.83,51.63,-0.2,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a8,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a8_int,8,8,int,unknown,winogrande,1267,55.8,55.64,-0.16,arith,1
RedHatAI/Qwen2.5-0.5B-quantized.w8a8,Qwen2.5-0.5B,qwen2.5,0.5,0,w8a8_int,8,8,int,unknown,truthfulqa,817,39.9,40.32,0.42,arith,1
RedHatAI/Qwen2.5-1.5B-FP8-dynamic,Qwen2.5-1.5B,qwen2.5,1.5,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,60.98,60.25,-0.73,arith,1
RedHatAI/Qwen2.5-1.5B-FP8-dynamic,Qwen2.5-1.5B,qwen2.5,1.5,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,49.66,49.32,-0.34,arith,1
RedHatAI/Qwen2.5-1.5B-FP8-dynamic,Qwen2.5-1.5B,qwen2.5,1.5,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,60.96,60.12,-0.84,arith,1
RedHatAI/Qwen2.5-1.5B-FP8-dynamic,Qwen2.5-1.5B,qwen2.5,1.5,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,67.65,67.49,-0.16,arith,1
RedHatAI/Qwen2.5-1.5B-FP8-dynamic,Qwen2.5-1.5B,qwen2.5,1.5,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,65.04,65.98,0.94,arith,1
RedHatAI/Qwen2.5-1.5B-FP8-dynamic,Qwen2.5-1.5B,qwen2.5,1.5,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,46.57,46.08,-0.49,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w4a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w4a16,4,16,int,unknown,mmlu,14042,60.98,58.93,-2.05,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w4a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w4a16,4,16,int,unknown,arc_challenge,1172,49.66,47.7,-1.96,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w4a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w4a16,4,16,int,unknown,gsm8k,1319,60.96,56.71,-4.25,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w4a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w4a16,4,16,int,unknown,hellaswag,10042,67.65,66.79,-0.86,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w4a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w4a16,4,16,int,unknown,winogrande,1267,65.04,65.51,0.47,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w4a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w4a16,4,16,int,unknown,truthfulqa,817,46.57,44.49,-2.08,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a16,8,16,int,gptq,mmlu,14042,60.98,61.0,0.02,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a16,8,16,int,gptq,arc_challenge,1172,49.66,50.34,0.68,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a16,8,16,int,gptq,gsm8k,1319,60.96,61.18,0.22,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a16,8,16,int,gptq,hellaswag,10042,67.65,67.64,-0.01,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a16,8,16,int,gptq,winogrande,1267,65.04,65.11,0.07,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a16,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a16,8,16,int,gptq,truthfulqa,817,46.57,46.57,0.0,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a8_int,8,8,int,unknown,mmlu,14042,60.98,60.35,-0.63,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a8_int,8,8,int,unknown,arc_challenge,1172,49.66,49.66,0.0,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a8_int,8,8,int,unknown,gsm8k,1319,60.96,60.12,-0.84,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a8_int,8,8,int,unknown,hellaswag,10042,67.65,67.72,0.07,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a8_int,8,8,int,unknown,winogrande,1267,65.04,66.06,1.02,arith,1
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,Qwen2.5-1.5B,qwen2.5,1.5,0,w8a8_int,8,8,int,unknown,truthfulqa,817,46.57,46.14,-0.43,arith,1
RedHatAI/Qwen2.5-14B-FP8-dynamic,Qwen2.5-14B,qwen2.5,14.0,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,79.71,79.48,-0.23,arith,1
RedHatAI/Qwen2.5-14B-FP8-dynamic,Qwen2.5-14B,qwen2.5,14.0,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,65.7,65.19,-0.51,arith,1
RedHatAI/Qwen2.5-14B-FP8-dynamic,Qwen2.5-14B,qwen2.5,14.0,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,84.46,83.62,-0.84,arith,1
RedHatAI/Qwen2.5-14B-FP8-dynamic,Qwen2.5-14B,qwen2.5,14.0,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,84.28,84.28,0.0,arith,1
RedHatAI/Qwen2.5-14B-FP8-dynamic,Qwen2.5-14B,qwen2.5,14.0,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,81.37,81.77,0.4,arith,1
RedHatAI/Qwen2.5-14B-FP8-dynamic,Qwen2.5-14B,qwen2.5,14.0,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,58.46,58.3,-0.16,arith,1
RedHatAI/Qwen2.5-14B-Instruct-quantized.w8a8,Qwen2.5-14B-Instruct,qwen2.5,14.0,1,w8a8_int,8,8,int,unknown,mmlu,14042,79.87,79.75,-0.12,arith,1
RedHatAI/Qwen2.5-14B-Instruct-quantized.w8a8,Qwen2.5-14B-Instruct,qwen2.5,14.0,1,w8a8_int,8,8,int,unknown,arc_challenge,1172,68.94,69.2,0.26,arith,1
RedHatAI/Qwen2.5-14B-Instruct-quantized.w8a8,Qwen2.5-14B-Instruct,qwen2.5,14.0,1,w8a8_int,8,8,int,unknown,gsm8k,1319,83.55,85.52,1.97,arith,1
RedHatAI/Qwen2.5-14B-Instruct-quantized.w8a8,Qwen2.5-14B-Instruct,qwen2.5,14.0,1,w8a8_int,8,8,int,unknown,hellaswag,10042,85.3,85.07,-0.23,arith,1
RedHatAI/Qwen2.5-14B-Instruct-quantized.w8a8,Qwen2.5-14B-Instruct,qwen2.5,14.0,1,w8a8_int,8,8,int,unknown,winogrande,1267,80.51,80.43,-0.08,arith,1
RedHatAI/Qwen2.5-14B-Instruct-quantized.w8a8,Qwen2.5-14B-Instruct,qwen2.5,14.0,1,w8a8_int,8,8,int,unknown,truthfulqa,817,68.93,68.94,0.01,arith,1
RedHatAI/Qwen2.5-14B-quantized.w8a8,Qwen2.5-14B,qwen2.5,14.0,0,w8a8_int,8,8,int,unknown,mmlu,14042,79.71,79.38,-0.33,arith,1
RedHatAI/Qwen2.5-14B-quantized.w8a8,Qwen2.5-14B,qwen2.5,14.0,0,w8a8_int,8,8,int,unknown,arc_challenge,1172,65.7,65.27,-0.43,arith,1
RedHatAI/Qwen2.5-14B-quantized.w8a8,Qwen2.5-14B,qwen2.5,14.0,0,w8a8_int,8,8,int,unknown,gsm8k,1319,84.46,83.93,-0.53,arith,1
RedHatAI/Qwen2.5-14B-quantized.w8a8,Qwen2.5-14B,qwen2.5,14.0,0,w8a8_int,8,8,int,unknown,hellaswag,10042,84.28,84.16,-0.12,arith,1
RedHatAI/Qwen2.5-14B-quantized.w8a8,Qwen2.5-14B,qwen2.5,14.0,0,w8a8_int,8,8,int,unknown,winogrande,1267,81.37,81.22,-0.15,arith,1
RedHatAI/Qwen2.5-14B-quantized.w8a8,Qwen2.5-14B,qwen2.5,14.0,0,w8a8_int,8,8,int,unknown,truthfulqa,817,58.46,58.65,0.19,arith,1
RedHatAI/Qwen2.5-32B-quantized.w8a16,Qwen2.5-32B,qwen2.5,32.0,0,w8a16,8,16,int,gptq,mmlu,14042,83.25,83.19,-0.06,arith,1
RedHatAI/Qwen2.5-32B-quantized.w8a16,Qwen2.5-32B,qwen2.5,32.0,0,w8a16,8,16,int,gptq,arc_challenge,1172,66.3,66.04,-0.26,arith,1
RedHatAI/Qwen2.5-32B-quantized.w8a16,Qwen2.5-32B,qwen2.5,32.0,0,w8a16,8,16,int,gptq,gsm8k,1319,78.09,78.62,0.53,arith,1
RedHatAI/Qwen2.5-32B-quantized.w8a16,Qwen2.5-32B,qwen2.5,32.0,0,w8a16,8,16,int,gptq,hellaswag,10042,85.08,85.14,0.06,arith,1
RedHatAI/Qwen2.5-32B-quantized.w8a16,Qwen2.5-32B,qwen2.5,32.0,0,w8a16,8,16,int,gptq,winogrande,1267,81.29,81.61,0.32,arith,1
RedHatAI/Qwen2.5-32B-quantized.w8a16,Qwen2.5-32B,qwen2.5,32.0,0,w8a16,8,16,int,gptq,truthfulqa,817,57.76,57.78,0.02,arith,1
RedHatAI/Qwen2.5-3B-FP8-dynamic,Qwen2.5-3B,qwen2.5,3.0,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,65.68,65.23,-0.45,arith,1
RedHatAI/Qwen2.5-3B-FP8-dynamic,Qwen2.5-3B,qwen2.5,3.0,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,63.59,62.5,-1.09,arith,1
RedHatAI/Qwen2.5-3B-FP8-dynamic,Qwen2.5-3B,qwen2.5,3.0,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,68.23,63.91,-4.32,arith,1
RedHatAI/Qwen2.5-3B-FP8-dynamic,Qwen2.5-3B,qwen2.5,3.0,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,74.46,74.13,-0.33,arith,1
RedHatAI/Qwen2.5-3B-FP8-dynamic,Qwen2.5-3B,qwen2.5,3.0,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,70.64,69.93,-0.71,arith,1
RedHatAI/Qwen2.5-3B-FP8-dynamic,Qwen2.5-3B,qwen2.5,3.0,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,48.93,48.71,-0.22,arith,1
RedHatAI/Qwen2.5-3B-quantized.w4a16,Qwen2.5-3B,qwen2.5,3.0,0,w4a16,4,16,int,unknown,mmlu,14042,65.68,64.1,-1.58,arith,1
RedHatAI/Qwen2.5-3B-quantized.w4a16,Qwen2.5-3B,qwen2.5,3.0,0,w4a16,4,16,int,unknown,arc_challenge,1172,53.58,51.19,-2.39,arith,1
RedHatAI/Qwen2.5-3B-quantized.w4a16,Qwen2.5-3B,qwen2.5,3.0,0,w4a16,4,16,int,unknown,gsm8k,1319,68.23,67.85,-0.38,arith,1
RedHatAI/Qwen2.5-3B-quantized.w4a16,Qwen2.5-3B,qwen2.5,3.0,0,w4a16,4,16,int,unknown,hellaswag,10042,74.46,73.36,-1.1,arith,1
RedHatAI/Qwen2.5-3B-quantized.w4a16,Qwen2.5-3B,qwen2.5,3.0,0,w4a16,4,16,int,unknown,winogrande,1267,70.64,70.32,-0.32,arith,1
RedHatAI/Qwen2.5-3B-quantized.w8a16,Qwen2.5-3B,qwen2.5,3.0,0,w8a16,8,16,int,gptq,mmlu,14042,65.68,65.65,-0.03,arith,1
RedHatAI/Qwen2.5-3B-quantized.w8a16,Qwen2.5-3B,qwen2.5,3.0,0,w8a16,8,16,int,gptq,arc_challenge,1172,53.58,53.07,-0.51,arith,1
RedHatAI/Qwen2.5-3B-quantized.w8a16,Qwen2.5-3B,qwen2.5,3.0,0,w8a16,8,16,int,gptq,gsm8k,1319,68.23,70.05,1.82,arith,1
RedHatAI/Qwen2.5-3B-quantized.w8a16,Qwen2.5-3B,qwen2.5,3.0,0,w8a16,8,16,int,gptq,hellaswag,10042,51.83,51.78,-0.05,arith,1
RedHatAI/Qwen2.5-3B-quantized.w8a16,Qwen2.5-3B,qwen2.5,3.0,0,w8a16,8,16,int,gptq,winogrande,1267,70.64,70.56,-0.08,arith,1
RedHatAI/Qwen2.5-3B-quantized.w8a8,Qwen2.5-3B,qwen2.5,3.0,0,w8a8_int,8,8,int,unknown,mmlu,14042,65.68,64.73,-0.95,arith,1
RedHatAI/Qwen2.5-3B-quantized.w8a8,Qwen2.5-3B,qwen2.5,3.0,0,w8a8_int,8,8,int,unknown,arc_challenge,1172,63.59,62.86,-0.73,arith,1
RedHatAI/Qwen2.5-3B-quantized.w8a8,Qwen2.5-3B,qwen2.5,3.0,0,w8a8_int,8,8,int,unknown,gsm8k,1319,68.23,66.26,-1.97,arith,1
RedHatAI/Qwen2.5-3B-quantized.w8a8,Qwen2.5-3B,qwen2.5,3.0,0,w8a8_int,8,8,int,unknown,hellaswag,10042,74.46,74.07,-0.39,arith,1
RedHatAI/Qwen2.5-3B-quantized.w8a8,Qwen2.5-3B,qwen2.5,3.0,0,w8a8_int,8,8,int,unknown,winogrande,1267,70.64,70.48,-0.16,arith,1
RedHatAI/Qwen2.5-3B-quantized.w8a8,Qwen2.5-3B,qwen2.5,3.0,0,w8a8_int,8,8,int,unknown,truthfulqa,817,48.93,47.93,-1.0,arith,1
RedHatAI/Qwen2.5-72B-FP8-dynamic,Qwen2.5-72B,qwen2.5,72.0,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,86.05,85.84,-0.21,arith,1
RedHatAI/Qwen2.5-72B-FP8-dynamic,Qwen2.5-72B,qwen2.5,72.0,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,68.26,68.17,-0.09,arith,1
RedHatAI/Qwen2.5-72B-FP8-dynamic,Qwen2.5-72B,qwen2.5,72.0,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,88.63,87.79,-0.84,arith,1
RedHatAI/Qwen2.5-72B-FP8-dynamic,Qwen2.5-72B,qwen2.5,72.0,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,87.53,87.46,-0.07,arith,1
RedHatAI/Qwen2.5-72B-FP8-dynamic,Qwen2.5-72B,qwen2.5,72.0,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,82.56,83.19,0.63,arith,1
RedHatAI/Qwen2.5-72B-FP8-dynamic,Qwen2.5-72B,qwen2.5,72.0,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,60.44,60.28,-0.16,arith,1
RedHatAI/Qwen2.5-72B-quantized.w8a16,Qwen2.5-72B,qwen2.5,72.0,0,w8a16,8,16,int,gptq,mmlu,14042,86.05,85.98,-0.07,arith,1
RedHatAI/Qwen2.5-72B-quantized.w8a16,Qwen2.5-72B,qwen2.5,72.0,0,w8a16,8,16,int,gptq,arc_challenge,1172,68.26,68.17,-0.09,arith,1
