model,base_model,family,params_b,is_instruct,scheme,weight_bits,act_bits,num_type,method,benchmark,n_items,acc_before,acc_after,delta,orient_src,verified
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,math_lvl5,1324,14.77,16.79,2.02,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,gpqa,448,31.76,32.58,0.82,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,musr,756,46.01,47.34,1.33,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,mmlu_pro,12032,35.81,35.72,-0.09,arith,1
RedHatAI/granite-3.1-8b-instruct-FP8-dynamic,granite-3.1-8b-instruct,granite,8.0,1,fp8_dynamic,8,8,fp,rtn,humaneval,164,71.0,69.9,-1.1,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,arc_challenge,1172,66.81,66.81,0.0,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,gsm8k,1319,64.52,65.66,1.14,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,hellaswag,10042,84.18,83.62,-0.56,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,mmlu,14042,65.52,64.25,-1.27,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,truthfulqa,817,60.57,60.17,-0.4,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,winogrande,1267,80.19,78.37,-1.82,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,ifeval,541,74.01,73.14,-0.87,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,bbh,6511,53.19,51.52,-1.67,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,math_lvl5,1324,14.77,16.66,1.89,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,gpqa,448,31.76,29.91,-1.85,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,musr,756,46.01,45.75,-0.26,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,mmlu_pro,12032,35.81,34.23,-1.58,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w4a16,granite-3.1-8b-instruct,granite,8.0,1,w4a16,4,16,int,unknown,humaneval,164,71.0,70.5,-0.5,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,arc_challenge,1172,66.81,67.06,0.25,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,gsm8k,1319,64.52,65.66,1.14,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,hellaswag,10042,84.18,83.93,-0.25,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,mmlu,14042,65.52,65.03,-0.49,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,truthfulqa,817,60.57,60.02,-0.55,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,winogrande,1267,80.19,79.87,-0.32,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,ifeval,541,74.01,73.5,-0.51,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,bbh,6511,53.19,52.59,-0.6,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,math_lvl5,1324,14.77,15.73,0.96,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,gpqa,448,31.76,30.62,-1.14,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,musr,756,46.01,44.3,-1.71,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,mmlu_pro,12032,35.81,35.41,-0.4,arith,1
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,granite-3.1-8b-instruct,granite,8.0,1,w8a8_int,8,8,int,smoothquant,humaneval,164,71.0,70.5,-0.5,arith,1
